address	name	module	checker_verdict	origin	snapshot	declaration_header	sha256	bytes	integrity	integrity_detail	host_cpp20_syntax	compiler_errors	first_blocker	missing_dependencies	vc71_incompatibilities	vc71_features	compile_ready
00a65df0	CMemoryAllocatorFixedSize::GetLargestFreeAreaSize	CMemoryAllocatorFixedSize	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A65DF0_global_GetLargestFreeAreaSize_CMemoryAllocatorFixedSize_UAEKXZ.cpp		37204b2183d9434696d25337ccfedf09649cc5bdbb7200be0b8007b05f46b88f	1551	PASS		FAIL	2	'CMemoryAllocatorFixedSize' has not been declared	CMemoryAllocatorFixedSize	13	auto:2;nullptr:2;static_assert:5;std-fixed-width:4	0
00a65e20	CMemoryAllocatorFixedSize::GetNoFreeAreas	CMemoryAllocatorFixedSize	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A65E20_global_GetNoFreeAreas_CMemoryAllocatorFixedSize_UAEKXZ.cpp		a2a7768da993330436bbfd3c9d34dc6ed6ab8a700b9cfbf917cbe19290aa612a	1352	PASS		FAIL	2	'CMemoryAllocatorFixedSize' has not been declared	CMemoryAllocatorFixedSize	12	auto:3;nullptr:2;static_assert:4;std-fixed-width:3	0
00a65e50	CMemoryAllocatorFixedSize::GetNoAllocatedAreas	CMemoryAllocatorFixedSize	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A65E50_global_GetNoAllocatedAreas_CMemoryAllocatorFixedSize_UAEKXZ.cpp		f37e43421d5a3b3ac17f08dac27463c88948f83186c17ccf7bb6333ca0127b07	1084	PASS		FAIL	2	'CMemoryAllocatorFixedSize' has not been declared	CMemoryAllocatorFixedSize	8	auto:2;nullptr:1;static_assert:3;std-fixed-width:2	0
00a65ff0	CMemoryAllocatorFixedSize::CMemoryAllocatorFixedSize	CMemoryAllocatorFixedSize	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A65FF0_CMemoryAllocatorFixedSize_CMemoryAllocatorFixedSize.cpp		f832bd11862ddb995cf7aedadb2873274379464b6297d7d37efadea67146f549	2986	PASS		FAIL	1	'CMemoryAllocatorFixedSize' does not name a type	CMemoryAllocatorFixedSize	41	auto:1;static_assert:14;std-fixed-width:26	0
00a66550	CMemoryAllocatorFixedSize::GetFragmentation	CMemoryAllocatorFixedSize	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A66550_global_GetFragmentation_CMemoryAllocatorFixedSize_UAEMXZ.cpp		3badd3e8f8f4cf3f8b45bc6cdce063de38313e9ad4495c63fd5756588468e06d	114	PASS		FAIL	1	'CMemoryAllocatorFixedSize' has not been declared	CMemoryAllocatorFixedSize	0		0
00a76f30	IsAreaBlockedByLines	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A76F30_CNavQuadTree_IsAreaBlockedByLines.cpp		4d4eb42bf4308b27da3121a409bb894addb0f80791ac77a8ae618e92b9840d39	6581	PASS		FAIL	70	'list' in namespace 'std' does not name a template type	C2DBoxF;C2DLineF;C2DLineList;C2DVector;CNavQuadTree;DAT_0129ba3c;lineLists;std;this_00	24	auto:6;static_assert:15;std-fixed-width:1;using-alias:2	0
00a77480	JoinNavigationLayers	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A77480_CNavQuadTree_JoinNavigationLayers.cpp		b960e6660157513331d0cda8335b2dd9aa271c794b0185f645aabdf3ef364ed2	3121	PASS		FAIL	23	'C2DVector' does not name a type	C2DVector;CANavQuadTreeNode;CNavQuadTree;local_4;node0;node1	15	auto:1;nullptr:2;static_assert:7;std-fixed-width:5	0
00a77500	VerifyTransitionPoints	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A77500_CNavQuadTree_VerifyTransitionPoints.cpp		0d6aed52e568ce63728911d194ce56cc0ece5e21022320bb071ba2c74f450631	1785	PASS		FAIL	14	'C2DVector' does not name a type	C2DVector;CANavQuadTreeNode;CNavQuadTree;GetNodeAt	8	auto:1;static_assert:6;std-fixed-width:1	0
00a781a0	UpdateLines	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A781A0_CNavQuadTree_UpdateLines.cpp		860f6df5547be7e7354d38283b02be8aa7a85669960f5d0191159eef04c42091	16425	PASS		FAIL	45	'C2DVector' does not name a type	C2DBoxF;C2DBoxI;C2DLineF;C2DVector;CNavQuadTree;DAT_0122dcb4;DAT_0123095c;DAT_0125916c;local_1c_line;MapPos;MapWidth;pCVar15	75	auto:9;nullptr:3;static_assert:33;std-fixed-width:30	0
00a793d0	ConnectVerticalMapEdge	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A793D0_CNavQuadTree_ConnectVerticalMapEdge.cpp		3e56786985c183eaf508f121ccc5655e8eccfa54c9678c318b087caeea7fbea4	12933	PASS		FAIL	42	'CNavConnectorNode' does not name a type	adjacent_node;adjacent_position;C2DVector;CANavQuadTreeNode;CNavConnectorNode;CNavigatorManager;CNavQuadTree;connector_node;CTCMapwho;this_node;this_position	60	auto:3;nullptr:13;static_assert:21;std-fixed-width:23	0
00a79680	ConnectVerticalMapEdge	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A79680_CNavQuadTree_ConnectVerticalMapEdge.cpp		294fcf69c3357d78304086ab029ea33700e37aec963f81c0510e6ebb336b6d3b	13026	PASS		FAIL	40	'CNavConnectorNode' does not name a type	adjacent_node;C2DVector;CANavQuadTreeNode;CNavConnectorNode;CNavigatorManager;CNavQuadTree;connector_node;CTCMapwho;this_node	58	auto:3;nullptr:13;static_assert:21;std-fixed-width:21	0
00a79b30	Initialise	CNavQuadTreeNode	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A79B30_CNavQuadTreeNode_Initialise.cpp		907a8b06cbed3736865f4fe75d82b933ebac85c7dbd96f8b4fb6162639b7a7b5	16120	PASS		FAIL	96	'CANavQuadTreeNode' does not name a type	::operator_new;C2DBoxF;C2DVector;CANavQuadTreeNode;CNavNavigableLeafNode;CNavQuadTree;CNavQuadTree_InitializeLeafNode;CNavQuadTreeNode;CNavSwitchableLeafNode;DAT_013d2d2c;ENavQuadTreeNodeType;GoToHigherDetail;local_44;pCVar6;pCVar7;pCVar8;SetBLNode;std	78	auto:3;nullptr:57;static_assert:11;std-fixed-width:7	0
00a7a5e0	InitialiseLines	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A7A5E0_CNavQuadTree_InitialiseLines.cpp		0eb6e3beb852593537482354f8842fc10da5f1631eb1ab83d66c646c5593bf66	1309	PASS		FAIL	21	'C2DLineF' was not declared in this scope	C2DLineF;CNavQuadTree;DAT_0123095c;MapHeight;MapWidth;UpdateLines	5	static_assert:5	0
00a7a650	LinkToNeighbouringMaps	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A7A650_CNavQuadTree_LinkToNeighbouringMaps.cpp		c20deb26fc8d3bbe757748bc3b75debafef4778f58dc176d6fdfdbdb6b6e5bf7	3890	PASS		FAIL	24	static assertion failed	CNavigatorManager;CNavQuadTree;ConnectVerticalMapEdge;self	26	auto:1;static_assert:13;std-fixed-width:12	0
00a7a8d0	Initialise	CNavQuadTree	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00A7A8D0_CNavQuadTree_Initialise.cpp		4a40ab8871b27f818d20bdc38d746a7ba933764144c8e66e4ec398a2660fbbaa	27473	PASS		FAIL	96	'C2DLineF' was not declared in this scope	C2DLineF;C2DVector;CANavQuadTreeNode;CNavigationPosition;CNavQuadTree;lineLists;lines;node;nodes;oldLast;point;self;std	142	auto:8;nullptr:29;static_assert:53;std-fixed-width:51;using-alias:1	0
00ab46e0	CMouseDX::GetPos	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB46E0_global_GetPos_CMouseDX_UBEXPAVC2DVector_Z.cpp		e2766c475ffd3c755fcc09cdc5be3766e7ffaa3444f50b11652ca42ba8335dda	666	PASS		FAIL	4	'CMouseDX' has not been declared	C2DVector;CMouseDX;outPos	10	auto:2;static_assert:3;std-fixed-width:5	0
00ab4700	CMouseDX::SetPos	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB4700_global_SetPos_CMouseDX_UAEXPBVC2DVector_Z.cpp		9c7c7fe7f530b709237a09e495b17a98ed91fbb33daae571a89c0c343e999d75	2885	PASS		FAIL	7	'CMouseDX' has not been declared	C2DVector;CMouseDX;fild	21	auto:3;static_assert:7;std-fixed-width:11	0
00ab5390	CMouseDX::SetMouseCursor	CMouseDX	FAIL	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5390_global_SetMouseCursor_CMouseDX_UAEXABVCSurface_Z.cpp		fc2363e66f09a8106027b4c90e8bdfe757a8a37a7e2c64c699d1efdb77c89feb	5166	PASS		FAIL	2	'CMouseDX' has not been declared	CMouseDX	54	auto:5;nullptr:2;static_assert:12;std-fixed-width:33;using-alias:2	0
00ab5d00	CMouseDX::CMouseDX	CMouseDX	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5D00_CMouseDX_CMouseDX.cpp		3562559bf3b6ddd922c3fc81a8133cdffd745523c01a598c4344e7615a6fc794	4084	PASS		PASS	0			35	auto:4;static_assert:15;std-fixed-width:15;using-alias:1	0
00ab5f00	CMouseDX::PeekPos	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F00_global_PeekPos_CMouseDX_UBEABVC2DVector_XZ.cpp		30ba0b6b8ea0a5c4b5b706005b6f91bb183292825becab5e4d061f7584f00795	337	PASS		FAIL	3	'C2DVector' does not name a type	C2DVector	3	auto:1;static_assert:1;std-fixed-width:1	0
00ab5f10	CMouseDX::SetInputOn	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F10_global_SetInputOn_CMouseDX_UAEX_N_Z.cpp		0a77dcda0b79228d7ce4ef4cda5135652b33ffceaf125a72823e66aca27b9dfe	401	PASS		FAIL	2	'CMouseDX' has not been declared	CMouseDX	5	auto:1;static_assert:1;std-fixed-width:3	0
00ab5f20	CMouseDX::SetRecentringOn	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F20_global_SetRecentringOn_CMouseDX_UAEX_N_Z.cpp		9b38db0a87b54d7501be9e9169432025e4f9344eab84cfbc95da53e03e73543b	446	PASS		FAIL	2	'CMouseDX' has not been declared	CMouseDX	5	auto:1;static_assert:1;std-fixed-width:3	0
00ab5f30	CMouseDX::IsRecentringOn	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F30_global_IsRecentringOn_CMouseDX_UBE_NXZ.cpp		7e8cb4d8f48c7d66c845f2b0c3cc9549e829cef327279678dfcb965c23fcd2a1	378	PASS		FAIL	3	'CMouseDX' has not been declared	CMouseDX	3	auto:1;static_assert:1;std-fixed-width:1	0
00ab5f40	CMouseDX::SetDrawCursor	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F40_global_SetDrawCursor_CMouseDX_UAEX_N_Z.cpp		bbdc54f851cc56c5bde2f3901d2813007b1645dc571a982acc3dab2553155f56	428	PASS		FAIL	2	'CMouseDX' has not been declared	CMouseDX	5	auto:1;static_assert:1;std-fixed-width:3	0
00ab5f50	CMouseDX::IsDrawingCursor	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F50_global_IsDrawingCursor_CMouseDX_UBE_NXZ.cpp		7e28ea1bb931d705d93b32d8a73f73ff1a253a809ed3e3faddcb573a72c1792a	376	PASS		FAIL	3	'CMouseDX' has not been declared	CMouseDX	3	auto:1;static_assert:1;std-fixed-width:1	0
00ab5f60	CMouseDX::SetMouseFiltering	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F60_global_SetMouseFiltering_CMouseDX_UAEX_N_Z.cpp		b193caffb59390f3b97de0228881064c182d81e232e74e7a6a429c688211ba24	464	PASS		FAIL	2	'CMouseDX' has not been declared	CMouseDX	5	auto:1;static_assert:1;std-fixed-width:3	0
00ab5f70	CMouseDX::IsLMBDown	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F70_global_IsLMBDown_CMouseDX_UBE_NXZ.cpp		a61429989d1de332c3073aa441b1eb9fd2486bf1a02e1d32ff629ee0ed45bf75	349	PASS		FAIL	3	'CMouseDX' has not been declared	CMouseDX	3	auto:1;static_assert:1;std-fixed-width:1	0
00ab5f80	CMouseDX::IsMMBDown	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F80_global_IsMMBDown_CMouseDX_UBE_NXZ.cpp		8d6225452b524fcc42c767f81947764dac181c18899113ea54a92257ccb54c91	349	PASS		FAIL	3	'CMouseDX' has not been declared	CMouseDX	3	auto:1;static_assert:1;std-fixed-width:1	0
00ab5f90	CMouseDX::IsRMBDown	CMouseDX	PASS	wave2	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00AB5F90_global_IsRMBDown_CMouseDX_UBE_NXZ.cpp		fc178cad4296b678efa53c8b6a5ffea6502c7e4150a5df41708dbcfdc742b92a	349	PASS		FAIL	3	'CMouseDX' has not been declared	CMouseDX	3	auto:1;static_assert:1;std-fixed-width:1	0
00b676a0	CEngineLandscapeRenderer::OnReleaseDefaultPoolResources	CEngineLandscapeRenderer	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00B676A0_global_OnReleaseDefaultPoolResources_CEngineLandscapeRenderer_UAEXXZ.cpp		259dd73c9f573e7a422eccf6220afe50567c53d8ec5cd39177d976800d669f16	1939	PASS		FAIL	7	'CEngineLandscapeMap' does not name a type	CEngineLandscapeMap;CEngineLandscapeRenderer;map	8	auto:2;nullptr:2;static_assert:3;std-fixed-width:1	0
00b687d0	BuildThemes	CEngineLandscapeRenderer	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00B687D0_CEngineLandscapeRenderer_BuildThemes.cpp		eef1766b5debe0c1c7e70778fc837be7e1c38dcea5e99dd8d0172d57e2e9f1fc	14219	PASS		FAIL	18	'CEngineLandscapeRenderer' has not been declared	CCharString;CDefinitionManager;CDefPointer;CEngineLandscapeRenderer;CSoundThemeDef;DAT_01436e28;DAT_01436e98;defName;LTextSystem;m_themes;themeSymbol	122	auto:9;nullptr:6;static_assert:6;std-fixed-width:101	0
00b6ca10	CEngineLandscapeRenderer::PeekSceneFilterFlags	CEngineLandscapeRenderer	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00B6CA10_global_PeekSceneFilterFlags_CEngineLandscapeRenderer_UBEKXZ.cpp		c029fc45581674eadd1d93ffa18e85a846a4e3f316495f03d7f77a5777bfead2	89	PASS		FAIL	2	'CEngineLandscapeRenderer' has not been declared	CEngineLandscapeRenderer	0		0
00bdc130	CEngineLandscapeMap::RelocateData	CEngineLandscapeMap	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BDC130_global_RelocateData_CEngineLandscapeMap_EAEXJPAX0J_Z.cpp		98226687a2e5e9335ae64ad3b18de1e758b52a471341a9ce835081fb03b584a3	70	PASS		FAIL	1	'CEngineLandscapeMap' has not been declared	CEngineLandscapeMap	0		0
00bdc180	UpdateBackgroundLOD	CEngineLandscapeMap		primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BDC180_CEngineLandscapeMap_UpdateBackgroundLOD.cpp		881c7ec9b8186f795ddcf9b6d9614addc6c872b94416943b5b7a21b67cbcbe15	3001	PASS		FAIL	1	'LS_LOADING_STATUS' does not name a type	LS_LOADING_STATUS	8	nullptr:8	0
00bdc510	UpdateForeground	CEngineLandscapeMap	FAIL	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BDC510_CEngineLandscapeMap_UpdateForeground.cpp		ecfcdef59d981c8561ea15ee03ee0154a6427f34f8031411947c978f307f8d93	17591	PASS		FAIL	35	'CEngineLandscapePatch' does not name a type; did you mean 'CEngineLandscapeMapLayout'?	CAnimationEntry;CBankFileAsyncData;CBankFileAsyncEntry;CEngineLandscapeMap;CEngineLandscapePatch;LS_LOADING_STATUS;pair;QuadricOptimiserInternals	50	auto:2;nullptr:18;static_assert:12;std-fixed-width:16;using-alias:2	0
00bdd0e0	OpenStaticMap	CEngineLandscapeMap	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BDD0E0_CEngineLandscapeMap_OpenStaticMap.cpp		77aa152ae1668bf280fd181a17fbf176804d1d701feeb3daba8c6e202d288648	3578	PASS		FAIL	6	'CEngineLandscapeMap' has not been declared	CDataInputStream;CEngineLandscapeMap;CEngineStaticMapFileBlockManager;inputStream;pStaticMapFileBlockManager	15	nullptr:6;std-fixed-width:9	0
00bdf010	OpenStaticMap	CLocalDetailCacheMap	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BDF010_CLocalDetailCacheMap_OpenStaticMap.cpp		0bcde9bff5adb44bf283b0c554d12cf37c4a0a528e825fe7c366614d462e49ca	3195	PASS		FAIL	6	'CLocalDetailCacheMap' has not been declared	CDataInputStream;CEngineStaticMapFileBlockManager;CLocalDetailCacheMap;in;pStaticMapFileBlockManager	25	auto:3;static_assert:7;std-fixed-width:15	0
00be6f70	Render	CLandscapeBackgroundPatch	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BE6F70_CLandscapeBackgroundPatch_Render.cpp		27aae76cea74c3d2d374670935ef867a8753e573a2c74f7157647420e81c9dc0	38338	PASS		FAIL	96	'CLandscapeBackgroundPatch' has not been declared	::operator_new;C4DVector;CFrameData;CGraphicFrameData;CGraphicInfoFrame;CLandscapeBackgroundPatch;CMatrix3x4;CPixelShader;CRenderManagerCore;CRenderStateManager;CResource;CShaderRenderManager;CVertexShader;DAT_01396dc8;DAT_01396dcc;DAT_01396dd0;DAT_01396f68;DAT_01396f78;DAT_01436e14;DAT_01436e18;DAT_01436e24;DAT_01436e98;DAT_01436ea0;DAT_01436ea8;mgr;pFrameData;pGraphicFrameData;pInfoFrame;pRenderManager;pRenderStateManager;pResource	339	auto:37;nullptr:12;std-fixed-width:290	0
00be7d70	Load	CLandscapeBackgroundPatch	FAIL	retry	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BE7D70_CLandscapeBackgroundPatch_Load.cpp		e47ec0c8daec6986cb75c89f8ebe824425af435c5f56d698820b2a110b84ecfb	26696	PASS		FAIL	6	'CLandscapeBackgroundPatch' has not been declared	CDataInputStream;CLandscapeBackgroundPatch;in	184	auto:25;lambda:9;nullptr:21;static_assert:31;std-fixed-width:98	0
00be8920	LoadCompressed	CLandscapeBackgroundPatch	PASS	retry	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BE8920_CLandscapeBackgroundPatch_LoadCompressed.cpp		23bdbe778c50c2eaf6b8ae6c9067ced1ae315e2274b4c43d71fff003b2ffac4b	5645	PASS		FAIL	6	'CLandscapeBackgroundPatch' has not been declared	CLandscapeBackgroundPatch;CMemoryDataInputStream;stream	33	auto:1;static_assert:25;std-fixed-width:7	0
00beaaa0	CEngineScreenEffectOutlineGlow::~CEngineScreenEffectOutlineGlow	CEngineScreenEffectOutlineGlow	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BEAAA0_CEngineScreenEffectOutlineGlow_FinishWithDynamicTextures.cpp	D:\Documents\FableTLC\rebuild\include\candidates\00beaaa0.hpp	a18fb5c88153c847801e036ca3c6625642c9e1991a529645078dca3732a1fec8	862	PASS		PASS	0			6	auto:1;nullptr:2;static_assert:2;std-fixed-width:1	0
00beb4d0	CEngineScreenEffectOutlineGlow::ScalarDeletingDestructor	CEngineScreenEffectOutlineGlow	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BEB4D0_CEngineScreenEffectOutlineGlow_FinishWithDynamicTextures.cpp		0c6522facd45d1dc0f20768febb588f13ba700625e8ce8337c9a75b5a42f2cdf	1035	PASS		FAIL	18	'CEngineLandscapeMemoryManager' does not name a type	CEngineLandscapeMemoryManager;CEngineScreenEffectOutlineGlow;CTexture;LandscapeLayerList__InsertNode;texture	6	nullptr:4;static_assert:1;std-fixed-width:1	0
00bebed0	CEnginePrimitiveManagerMeshBase::GetComposedTexture	CEnginePrimitiveManagerMeshBase	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BEBED0_CEnginePrimitiveManagerMeshBase_GetComposedTexture.cpp		2d638fae0ab298ccfcab69c3367b1216658bb8f81770806535067665f51bbc7c	5233	PASS		FAIL	1	'CTexture' does not name a type	CTexture	31	auto:4;lambda:1;nullptr:6;static_assert:10;std-fixed-width:10	0
00bec000	CEnginePrimitiveManagerMeshBase::PreloadDiffuseTexture	CEnginePrimitiveManagerMeshBase	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BEC000_CEnginePrimitiveManagerMeshBase_PreloadDiffuseTexture.cpp		e6338364959c96633ed3adf4e971f4177c640091d715f0f179dcf4907ea1258d	11645	PASS		FAIL	48	'CEnginePrimitiveManagerMeshBase' has not been declared	::operator_new;C3DMeshMaterial;CCompositeSurfaceInfo;CEngineInternalPrimitiveMorphInfo;CEnginePrimitiveManagerMeshBase;CFrameData;CGraphicDataBank;CGraphicInfoFrame;CKeyPairCompareLess;CResource;CVectorMap;GetAcceptablePreloadMipmap;GetComposedTexture;pFrameData;pResource	110	auto:6;lambda:4;nullptr:12;static_assert:9;std-fixed-width:79	0
00bec470	CEnginePrimitiveManagerMeshBase::PreloadBumpTexture	CEnginePrimitiveManagerMeshBase	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BEC470_CEnginePrimitiveManagerMeshBase_PreloadBumpTexture.cpp		398b92b0fc23bfa4e042309dab2b5917866606cc2256fe71d5586a64cbe73431	9814	PASS		FAIL	55	'CEnginePrimitiveManagerMeshBase' has not been declared	::operator_new;C3DMeshMaterial;CCompositeSurfaceInfo;CEngineInternalPrimitiveMorphInfo;CEnginePrimitiveManagerMeshBase;CFrameData;CGraphicDataBank;CGraphicInfoFrame;CKeyPairCompareLess;CResource;CVectorMap;GetAcceptablePreloadMipmap;GetComposedTextureFn;pFrameData;pInfoFrame;pResource	80	auto:6;nullptr:10;static_assert:5;std-fixed-width:57;using-alias:2	0
00bec950	CEnginePrimitiveManagerMeshBase::GetOverlaidTextures	CEnginePrimitiveManagerMeshBase	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BEC950_CEnginePrimitiveManagerMeshBase_GetOverlaidTextures.cpp		3ac63c0ab3a632349a1e2f5af5de02833b98ff32deb7303a97e46fbd2ea298d2	14152	PASS		FAIL	51	'CEnginePrimitiveManagerMeshBase' has not been declared	appearanceId;CArray;CEnginePrimitiveManagerMeshBase;CEngineTextureDecal;CFrameData;CGraphicInfoFrame;CResource;CTexture;overlaidTextures;pFrameData;pGraphicDataBank;pInfoFrame;pResource	83	auto:7;nullptr:10;static_assert:24;std-fixed-width:42	0
00bf3840	CEngineLandscapePatch::CanRelocateData	CEngineLandscapePatch	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF3840_global_CanRelocateData_CEngineLandscapePatch_EBE_NJ_Z.cpp		b3015202da0a9eca3c61741457a7ba12d979f32ae61c84511cb6632bb104d5e3	723	PASS		FAIL	3	'CEngineLandscapePatch' has not been declared	CEngineLandscapePatch	5	auto:1;static_assert:2;std-fixed-width:2	0
00bf3980	CEngineLandscapePatch::RelocateData	CEngineLandscapePatch	PASS	wave3	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF3980_global_RelocateData_CEngineLandscapePatch_EAEXJPAX0J_Z.cpp		6c74ccfa93b50db8cbcfdd466cf4149a966df1a848e51aaa4c7ae1a2214aca9e	3473	PASS		FAIL	2	'CEngineLandscapePatch' has not been declared	CEngineLandscapePatch	18	auto:4;nullptr:7;static_assert:4;std-fixed-width:3	0
00bf3a90	LoadHeader	CEngineLandscapePatch	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF3A90_CEngineLandscapePatch_LoadHeader.cpp	D:\Documents\FableTLC\rebuild\include\candidates\00bf3a90.hpp	d62f2a1b536b71ce809f6ac3db0e7436d24053c4302de7ec3eabb330fc588a3c	3186	PASS		PASS	0			22	auto:2;static_assert:4;std-fixed-width:16	0
00bf3b60	LoadForegroundPatch	CEngineLandscapePatch	FAIL	retry	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF3B60_CEngineLandscapePatch_LoadForegroundPatch.cpp		031ed120f1af5bf92d87f1ecd5b100b503d800bed6c461ff3e445c93f52888c1	20438	PASS		FAIL	39	'CAnimationEntry' was not declared in this scope	CAnimationEntry;CAnimationPair;CBankFileAsyncData;CCountedPointer;CEngineLandscapeMap;CEngineLandscapePatch;CLandscapeLayerMesh;CWaterPatchMesh;LS_LOADING_STATUS;QuadricOptimiserInternals;std	86	auto:7;lambda:1;nullptr:20;static_assert:17;std-fixed-width:40;using-alias:1	0
00bf4130	LoadTextures	CEngineLandscapePatch	PASS	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF4130_CEngineLandscapePatch_LoadTextures.cpp	D:\Documents\FableTLC\rebuild\include\candidates\00bf4130.hpp	c4088e13f72969defccabef7050dc5c8b44c848a6c98474ed36c966135368973	2185	PASS		PASS	0			18	auto:4;std-fixed-width:14	0
00bf4220	UpdateForeground	CEngineLandscapePatch	FAIL	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF4220_CEngineLandscapePatch_UpdateForeground.cpp		82bbaf6212ae0338a5308ecc8c236044db5f20eac5b43970112169a368525641	7839	PASS		FAIL	1	'LS_LOADING_STATUS' does not name a type	LS_LOADING_STATUS	3	nullptr:3	0
00bf4570	RenderForeground	CEngineLandscapePatch	FAIL	primary	D:\Documents\FableTLC\rebuild\candidates\snapshots\0x00BF4570_CEngineLandscapePatch_RenderForeground.cpp		43c703f4dd6da597a0cb1e405c52816d0e414bfe884f7b078173dd20d58f1da2	54796	PASS		FAIL	96	'CEngineLandscapePatch' has not been declared	__ftol2;_DAT_0122dedc;_DAT_01230a08;C3DBoundingBox;C4DVector;CColorBufferDepthPackParameters;CEngineLandscapePatch;CEngineLightingManager;CEngineLocalLightArray;CEnginePrimitiveThemeChannelDesc;CEngineShadowRenderer;CGraphicFrameData;CGraphicInfoFrame;ClipPatch;CMatrix3x4;CRenderManagerCore;CRenderStateManager;CShaderRenderManager;CShadowRendererSceneData;currentProjectedMode;DAT_01396dc8;DAT_01396de8;DAT_01396f6c;DAT_01396f78;DAT_013bc470;DAT_013bc800;DAT_013bc801;DAT_013cb508;DAT_013d2880;DAT_01436e14;DAT_01436e18;DAT_01436e60;DAT_01436e9c;DAT_01436ea0;DAT_01436ea8;pLocalLights;pRenderStateManager;RenderForegroundWater;savedVertexShaderState;shadowSceneData	497	auto:17;lambda:2;nullptr:27;static_assert:16;std-fixed-width:435	0
